ID,Sales
T1188815,30849.88
T1188816,40813.6
T1188817,41907.14
T1188818,35790.38
T1188819,64183.74
T1188820,44365.47
T1188821,35902.06
T1188822,51027.32
T1188823,70822.37
T1188824,66311.82
T1188825,51210.32
T1188826,53564.71
T1188827,40413.2
T1188828,40501.36
T1188829,38605.24
T1188830,25626.43
T1188831,55729.97
T1188832,41899.59
T1188833,45235.98
T1188834,31532.26
T1188835,40345.15
T1188836,29840.39
T1188837,40460.1
T1188838,33209.56
T1188839,23969.4
T1188840,31030.89
T1188841,51256.55
T1188842,40160.93
T1188843,40457.31
T1188844,53873.03
T1188845,44596.38
T1188846,35810.59
T1188847,44241.6
T1188848,40340.3
T1188849,35332.43
T1188850,55574.22
T1188851,54498.16
T1188852,52663.16
T1188853,39435.16
T1188854,39504.39
T1188855,39796.26
T1188856,33284.7
T1188857,43641.25
T1188858,50762.51
T1188859,49697.03
T1188860,53354.84
T1188861,40067.5
T1188862,35960.69
T1188863,25864.07
T1188864,53012.01
T1188865,41017.19
T1188866,40082.26
T1188867,39980.19
T1188868,40981.73
T1188869,31335.35
T1188870,31422.88
T1188871,51940.43
T1188872,36400.64
T1188873,40244.55
T1188874,39372.36
T1188875,65945.48
T1188876,41046.56
T1188877,40804.89
T1188878,39524.61
T1188879,31435.17
T1188880,72270.62
T1188881,40552.7
T1188882,75924.69
T1188883,54118.5
T1188884,69831.25
T1188885,42924.88
T1188886,33625.97
T1188887,35567.62
T1188888,36770.99
T1188889,24413.17
T1188890,53403.72
T1188891,30884.14
T1188892,40212.55
T1188893,31762.39
T1188894,83558.98
T1188895,41720.36
T1188896,35053.55
T1188897,42040.1
T1188898,88109.19
T1188899,39625.76
T1188900,41057.73
T1188901,40070.56
T1188902,66183.9
T1188903,67989.72
T1188904,51005.69
T1188905,34667.42
T1188906,40017.72
T1188907,27722.13
T1188908,40816.9
T1188909,64331.09
T1188910,40447.12
T1188911,55409.72
T1188912,69953.8
T1188913,86030.31
T1188914,40905.7
T1188915,31854.51
T1188916,40756.07
T1188917,51993.27
T1188918,31091.15
T1188919,54522.43
T1188920,41192.33
T1188921,56483.58
T1188922,29071.42
T1188923,44322.0
T1188924,40413.19
T1188925,24890.45
T1188926,64143.03
T1188927,67113.52
T1188928,50558.17
T1188929,40551.11
T1188930,64005.22
T1188931,35103.19
T1188932,65885.99
T1188933,35848.09
T1188934,40893.31
T1188935,31548.16
T1188936,40539.58
T1188937,35591.47
T1188938,34939.17
T1188939,44155.63
T1188940,44292.75
T1188941,62461.64
T1188942,36917.14
T1188943,40451.71
T1188944,50887.88
T1188945,65053.03
T1188946,52729.76
T1188947,28722.74
T1188948,24814.41
T1188949,52032.8
T1188950,39666.94
T1188951,55215.35
T1188952,33797.43
T1188953,31045.03
T1188954,41159.28
T1188955,51283.7
T1188956,50302.51
T1188957,39638.75
T1188958,57848.66
T1188959,83203.58
T1188960,65001.4
T1188961,55146.62
T1188962,40419.52
T1188963,66373.92
T1188964,40837.25
T1188965,71755.16
T1188966,34837.16
T1188967,40197.48
T1188968,69648.03
T1188969,50787.69
T1188970,74958.17
T1188971,44227.08
T1188972,28364.9
T1188973,40752.4
T1188974,82905.01
T1188975,69498.91
T1188976,40138.56
T1188977,44517.02
T1188978,25099.4
T1188979,63949.92
T1188980,65515.22
T1188981,38537.47
T1188982,41362.44
T1188983,44765.45
T1188984,40566.64
T1188985,31725.71
T1188986,45349.97
T1188987,48779.28
T1188988,66104.94
T1188989,41235.43
T1188990,45298.95
T1188991,31631.12
T1188992,39929.6
T1188993,37173.81
T1188994,34808.97
T1188995,25269.82
T1188996,56317.52
T1188997,40798.85
T1188998,55244.39
T1188999,31165.75
T1189000,28970.86
T1189001,40255.76
T1189002,31844.62
T1189003,65814.5
T1189004,68231.35
T1189005,24348.0
T1189006,32837.52
T1189007,39993.71
T1189008,63396.37
T1189009,31227.86
T1189010,36089.6
T1189011,71384.98
T1189012,68821.18
T1189013,35673.73
T1189014,33102.04
T1189015,34958.3
T1189016,70269.26
T1189017,40013.86
T1189018,36696.24
T1189019,39413.63
T1189020,45058.43
T1189021,53177.34
T1189022,36472.12
T1189023,40125.49
T1189024,36582.21
T1189025,32288.3
T1189026,65227.82
T1189027,40500.46
T1189028,64534.46
T1189029,25036.04
T1189030,36002.83
T1189031,54784.99
T1189032,30630.14
T1189033,40544.63
T1189034,67770.21
T1189035,34818.39
T1189036,55259.31
T1189037,35118.26
T1189038,40222.19
T1189039,39345.7
T1189040,33922.06
T1189041,54222.44
T1189042,55490.92
T1189043,50578.34
T1189044,40924.79
T1189045,62051.96
T1189046,34356.51
T1189047,55687.86
T1189048,39730.73
T1189049,45034.53
T1189050,34927.55
T1189051,40413.99
T1189052,44611.14
T1189053,39711.81
T1189054,62218.92
T1189055,62368.14
T1189056,41134.15
T1189057,40037.03
T1189058,63396.37
T1189059,47993.67
T1189060,40716.08
T1189061,76882.8
T1189062,39872.06
T1189063,66744.05
T1189064,40896.22
T1189065,55499.73
T1189066,41168.67
T1189067,39053.52
T1189068,36326.61
T1189069,35345.36
T1189070,53584.31
T1189071,29121.33
T1189072,35476.87
T1189073,51908.39
T1189074,23003.13
T1189075,35331.86
T1189076,56502.33
T1189077,26109.94
T1189078,35306.3
T1189079,37666.22
T1189080,30604.31
T1189081,57649.32
T1189082,45975.22
T1189083,56670.12
T1189084,30773.86
T1189085,35693.42
T1189086,33292.11
T1189087,34642.23
T1189088,37289.58
T1189089,34429.77
T1189090,34899.64
T1189091,33791.15
T1189092,34814.01
T1189093,34109.72
T1189094,26944.87
T1189095,57375.69
T1189096,45083.83
T1189097,33727.66
T1189098,25779.6
T1189099,30350.04
T1189100,58748.04
T1189101,30096.7
T1189102,36773.39
T1189103,35591.87
T1189104,63159.58
T1189105,49671.74
T1189106,28071.48
T1189107,38378.91
T1189108,34301.59
T1189109,45223.46
T1189110,47777.3
T1189111,37654.45
T1189112,33229.38
T1189113,22555.51
T1189114,26551.39
T1189115,37567.13
T1189116,55708.63
T1189117,26106.96
T1189118,32367.84
T1189119,25262.25
T1189120,38783.66
T1189121,21523.16
T1189122,50691.61
T1189123,31295.98
T1189124,34045.69
T1189125,33575.78
T1189126,29945.62
T1189127,45823.5
T1189128,61222.8
T1189129,33557.73
T1189130,33841.35
T1189131,54668.3
T1189132,32910.75
T1189133,25489.01
T1189134,46411.27
T1189135,34534.12
T1189136,37454.35
T1189137,25948.7
T1189138,34059.04
T1189139,29054.5
T1189140,49028.88
T1189141,44920.93
T1189142,63891.4
T1189143,29346.37
T1189144,33577.06
T1189145,29176.31
T1189146,20768.13
T1189147,37749.26
T1189148,35050.63
T1189149,45103.02
T1189150,34069.17
T1189151,34366.77
T1189152,46772.06
T1189153,58171.94
T1189154,59858.5
T1189155,37334.76
T1189156,55151.83
T1189157,33696.21
T1189158,51834.38
T1189159,33454.48
T1189160,27106.39
T1189161,38030.22
T1189162,32622.36
T1189163,21713.05
T1189164,35241.6
T1189165,38371.23
T1189166,28541.49
T1189167,33480.58
T1189168,44824.28
T1189169,26609.23
T1189170,34089.0
T1189171,28026.68
T1189172,70754.69
T1189173,52261.46
T1189174,23647.96
T1189175,47626.56
T1189176,33766.87
T1189177,34229.21
T1189178,28917.79
T1189179,34343.95
T1189180,33731.47
T1189181,29012.14
T1189182,51664.83
T1189183,33266.94
T1189184,27955.5
T1189185,31088.09
T1189186,44618.97
T1189187,38520.71
T1189188,34412.17
T1189189,44361.73
T1189190,45140.84
T1189191,62671.69
T1189192,57870.08
T1189193,36384.81
T1189194,34142.16
T1189195,55255.19
T1189196,32706.42
T1189197,46407.56
T1189198,44598.89
T1189199,33883.27
T1189200,27920.55
T1189201,38858.01
T1189202,33448.34
T1189203,34409.87
T1189204,57097.31
T1189205,43828.74
T1189206,29912.14
T1189207,34484.82
T1189208,36799.32
T1189209,52325.88
T1189210,42832.86
T1189211,36780.9
T1189212,54189.53
T1189213,26636.42
T1189214,43956.68
T1189215,57938.79
T1189216,35690.23
T1189217,49476.06
T1189218,38963.58
T1189219,34150.48
T1189220,47442.01
T1189221,36714.25
T1189222,24052.47
T1189223,46868.6
T1189224,34224.37
T1189225,25229.07
T1189226,55810.58
T1189227,20532.84
T1189228,46945.59
T1189229,19095.02
T1189230,62125.65
T1189231,47964.04
T1189232,29469.28
T1189233,36339.25
T1189234,45205.9
T1189235,25214.23
T1189236,51861.07
T1189237,34453.26
T1189238,32323.33
T1189239,33969.92
T1189240,46418.79
T1189241,33920.06
T1189242,48806.01
T1189243,20314.72
T1189244,21171.28
T1189245,46641.71
T1189246,35390.86
T1189247,20322.35
T1189248,35329.28
T1189249,59369.12
T1189250,56647.05
T1189251,20097.56
T1189252,39074.57
T1189253,56517.06
T1189254,49450.78
T1189255,44542.66
T1189256,20785.25
T1189257,29484.77
T1189258,56241.17
T1189259,32309.14
T1189260,33986.19
T1189261,46039.72
T1189262,38995.82
T1189263,46786.05
T1189264,35633.28
T1189265,19191.15
T1189266,72920.38
T1189267,55705.28
T1189268,27064.65
T1189269,30549.69
T1189270,35145.45
T1189271,36677.28
T1189272,33534.31
T1189273,52878.07
T1189274,33035.85
T1189275,55852.24
T1189276,59638.14
T1189277,46904.51
T1189278,35750.82
T1189279,30879.04
T1189280,34063.44
T1189281,20694.88
T1189282,35315.38
T1189283,27263.69
T1189284,55916.42
T1189285,29834.37
T1189286,35387.29
T1189287,33435.89
T1189288,65617.12
T1189289,60686.78
T1189290,26391.23
T1189291,47089.18
T1189292,46210.18
T1189293,38987.2
T1189294,29768.07
T1189295,23174.48
T1189296,47276.39
T1189297,35170.28
T1189298,56535.7
T1189299,33020.61
T1189300,38894.37
T1189301,26971.6
T1189302,33460.45
T1189303,35444.21
T1189304,29748.82
T1189305,20072.85
T1189306,37082.25
T1189307,30161.1
T1189308,34036.76
T1189309,70602.95
T1189310,32877.52
T1189311,56193.9
T1189312,20660.71
T1189313,70293.28
T1189314,59394.24
T1189315,72234.19
T1189316,20029.64
T1189317,42685.54
T1189318,63473.93
T1189319,45063.16
T1189320,34237.17
T1189321,57097.31
T1189322,25523.16
T1189323,29018.76
T1189324,45848.69
T1189325,19700.37
T1189326,34829.42
T1189327,34057.6
T1189328,37047.27
T1189329,45506.96
T1189330,47368.71
T1189331,29520.18
T1189332,41508.14
T1189333,33285.4
T1189334,33865.09
T1189335,38955.65
T1189336,29443.17
T1189337,29091.4
T1189338,25369.54
T1189339,26635.47
T1189340,34390.98
T1189341,44133.5
T1189342,59406.88
T1189343,27380.04
T1189344,34398.41
T1189345,41431.42
T1189346,33793.81
T1189347,34118.93
T1189348,34671.05
T1189349,60495.06
T1189350,30068.13
T1189351,44538.75
T1189352,35914.17
T1189353,35985.57
T1189354,26099.81
T1189355,58294.44
T1189356,54290.0
T1189357,29608.38
T1189358,49290.99
T1189359,76716.67
T1189360,72093.12
T1189361,51724.02
T1189362,24735.12
T1189363,58751.2
T1189364,26251.93
T1189365,35591.73
T1189366,31429.68
T1189367,29941.52
T1189368,34965.43
T1189369,30831.31
T1189370,33857.06
T1189371,24218.08
T1189372,40665.99
T1189373,43320.46
T1189374,30372.12
T1189375,45460.42
T1189376,52325.88
T1189377,36691.09
T1189378,59222.58
T1189379,33830.42
T1189380,43349.34
T1189381,44297.42
T1189382,49747.5
T1189383,35647.66
T1189384,73068.84
T1189385,42053.12
T1189386,33960.08
T1189387,47352.37
T1189388,60527.5
T1189389,44721.46
T1189390,41131.8
T1189391,28850.26
T1189392,28573.3
T1189393,31230.36
T1189394,41664.24
T1189395,35063.92
T1189396,33733.38
T1189397,54637.08
T1189398,30830.95
T1189399,44155.22
T1189400,62000.72
T1189401,61260.62
T1189402,21201.76
T1189403,28737.81
T1189404,34263.3
T1189405,39965.5
T1189406,23164.13
T1189407,23923.32
T1189408,22720.02
T1189409,37325.8
T1189410,33713.44
T1189411,67745.19
T1189412,57740.76
T1189413,56968.16
T1189414,32759.4
T1189415,26176.85
T1189416,56309.04
T1189417,46224.72
T1189418,26771.8
T1189419,38721.22
T1189420,33568.7
T1189421,30610.0
T1189422,21234.44
T1189423,28541.4
T1189424,30635.64
T1189425,27987.88
T1189426,25392.38
T1189427,44449.28
T1189428,48861.02
T1189429,41019.77
T1189430,36089.19
T1189431,47306.48
T1189432,45880.43
T1189433,56016.42
T1189434,60005.95
T1189435,33819.86
T1189436,47306.53
T1189437,36137.03
T1189438,21149.28
T1189439,72969.22
T1189440,55396.14
T1189441,19356.64
T1189442,30741.73
T1189443,46222.17
T1189444,33899.99
T1189445,29017.89
T1189446,34188.94
T1189447,30265.1
T1189448,56427.3
T1189449,28490.24
T1189450,34149.07
T1189451,45175.58
T1189452,31428.85
T1189453,63865.44
T1189454,49649.79
T1189455,24352.04
T1189456,30096.01
T1189457,45044.39
T1189458,42540.44
T1189459,62854.07
T1189460,30928.12
T1189461,19852.92
T1189462,56451.42
T1189463,44731.31
T1189464,34876.64
T1189465,46941.32
T1189466,35499.99
T1189467,30259.66
T1189468,36874.75
T1189469,58683.79
T1189470,29735.74
T1189471,23188.11
T1189472,20642.11
T1189473,29761.09
T1189474,46861.64
T1189475,44347.87
T1189476,26877.41
T1189477,56123.33
T1189478,21026.63
T1189479,35335.22
T1189480,64599.55
T1189481,26256.47
T1189482,29448.91
T1189483,33245.9
T1189484,32406.91
T1189485,33216.45
T1189486,47272.28
T1189487,54355.29
T1189488,46540.49
T1189489,49351.44
T1189490,60476.9
T1189491,35334.52
T1189492,23328.6
T1189493,25467.59
T1189494,34449.6
T1189495,36066.6
T1189496,30367.45
T1189497,40954.34
T1189498,25799.6
T1189499,34995.07
T1189500,26171.86
T1189501,44634.38
T1189502,33522.4
T1189503,67149.94
T1189504,52559.3
T1189505,27205.57
T1189506,26957.78
T1189507,32979.85
T1189508,55855.38
T1189509,59196.35
T1189510,60058.99
T1189511,28555.45
T1189512,56898.07
T1189513,35690.0
T1189514,33519.15
T1189515,34360.61
T1189516,33749.89
T1189517,38959.41
T1189518,45008.82
T1189519,20210.75
T1189520,29585.49
T1189521,44499.53
T1189522,20805.31
T1189523,29565.41
T1189524,45736.68
T1189525,27879.42
T1189526,56131.58
T1189527,32144.92
T1189528,44170.29
T1189529,61980.63
T1189530,33457.28
T1189531,46779.77
T1189532,18949.77
T1189533,36208.35
T1189534,54224.62
T1189535,46353.9
T1189536,72480.32
T1189537,44399.59
T1189538,34065.17
T1189539,27871.81
T1189540,39032.94
T1189541,52761.41
T1189542,33903.66
T1189543,36143.89
T1189544,56427.3
T1189545,34426.34
T1189546,29759.14
T1189547,43568.72
T1189548,49903.53
T1189549,48213.51
T1189550,56610.42
T1189551,39309.89
T1189552,36351.28
T1189553,29461.96
T1189554,59526.57
T1189555,45046.43
T1189556,26723.27
T1189557,25000.14
T1189558,51881.69
T1189559,34436.5
T1189560,32467.6
T1189561,33899.75
T1189562,25931.17
T1189563,45988.95
T1189564,33701.02
T1189565,30701.73
T1189566,40216.24
T1189567,21200.22
T1189568,35436.14
T1189569,41048.77
T1189570,45383.81
T1189571,20406.78
T1189572,49152.34
T1189573,25089.04
T1189574,35318.3
T1189575,34028.36
T1189576,58286.13
T1189577,56186.9
T1189578,32446.78
T1189579,20055.63
T1189580,20150.4
T1189581,19803.8
T1189582,34335.0
T1189583,36993.27
T1189584,38844.79
T1189585,60463.18
T1189586,26745.8
T1189587,33789.24
T1189588,29786.95
T1189589,35503.52
T1189590,49567.67
T1189591,38496.84
T1189592,36480.48
T1189593,30139.11
T1189594,44194.76
T1189595,34127.73
T1189596,70515.97
T1189597,32867.37
T1189598,36521.94
T1189599,55002.34
T1189600,20477.89
T1189601,70076.62
T1189602,30282.47
T1189603,59382.06
T1189604,72061.95
T1189605,41027.43
T1189606,45104.33
T1189607,35150.68
T1189608,36698.52
T1189609,34166.54
T1189610,34825.08
T1189611,28870.84
T1189612,32715.69
T1189613,35214.34
T1189614,46287.08
T1189615,60333.67
T1189616,42805.2
T1189617,29519.34
T1189618,54018.83
T1189619,20383.78
T1189620,26773.03
T1189621,40733.06
T1189622,57042.98
T1189623,43744.84
T1189624,49336.14
T1189625,35723.2
T1189626,33744.53
T1189627,38707.25
T1189628,52451.51
T1189629,29311.2
T1189630,46712.64
T1189631,35687.45
T1189632,29221.32
T1189633,24125.07
T1189634,24922.0
T1189635,47021.04
T1189636,34047.92
T1189637,58777.56
T1189638,55796.23
T1189639,46428.95
T1189640,39065.98
T1189641,34215.57
T1189642,42153.45
T1189643,26770.41
T1189644,33984.51
T1189645,38990.23
T1189646,31114.31
T1189647,30471.49
T1189648,35092.61
T1189649,38096.53
T1189650,43877.52
T1189651,33549.93
T1189652,47471.06
T1189653,48745.31
T1189654,44660.11
T1189655,70493.74
T1189656,45942.7
T1189657,30441.69
T1189658,29105.91
T1189659,34984.83
T1189660,55864.52
T1189661,33734.88
T1189662,31316.27
T1189663,41408.51
T1189664,61662.12
T1189665,25540.13
T1189666,35420.0
T1189667,63788.14
T1189668,34963.99
T1189669,20670.99
T1189670,55613.13
T1189671,23187.14
T1189672,35566.27
T1189673,28828.31
T1189674,29329.61
T1189675,25820.72
T1189676,40981.03
T1189677,33933.95
T1189678,51006.66
T1189679,35767.9
T1189680,45813.35
T1189681,33353.17
T1189682,32511.54
T1189683,47000.66
T1189684,23685.16
T1189685,33957.96
T1189686,33479.74
T1189687,37413.25
T1189688,34038.93
T1189689,33155.2
T1189690,25475.87
T1189691,26427.44
T1189692,73206.0
T1189693,34503.94
T1189694,59245.55
T1189695,35650.24
T1189696,35313.69
T1189697,54432.64
T1189698,52009.59
T1189699,33337.49
T1189700,38404.76
T1189701,33675.02
T1189702,61318.18
T1189703,59313.94
T1189704,28714.94
T1189705,28597.16
T1189706,45340.59
T1189707,21851.48
T1189708,29473.58
T1189709,33178.7
T1189710,30640.77
T1189711,33940.64
T1189712,27909.31
T1189713,33901.29
T1189714,34828.52
T1189715,26049.72
T1189716,37165.09
T1189717,34594.67
T1189718,45178.8
T1189719,35725.19
T1189720,34595.08
T1189721,26776.92
T1189722,43140.04
T1189723,33518.87
T1189724,37498.67
T1189725,29565.32
T1189726,52243.03
T1189727,61431.1
T1189728,26920.15
T1189729,52451.51
T1189730,33701.52
T1189731,45548.51
T1189732,35560.58
T1189733,51205.73
T1189734,25224.0
T1189735,34702.21
T1189736,55104.18
T1189737,45030.32
T1189738,43751.19
